year,state,ethanol_beer_gallons_per_capita,ethanol_wine_gallons_per_capita,ethanol_spirit_gallons_per_capita,ethanol_all_drinks_gallons_per_capita,number_of_beers,number_of_glasses_wine,number_of_shots_liquor,number_of_drinks_total
2009,delaware,1.32,0.65,1.34,3.31,312.8888889,128.9922481,278.215734,706.1333333
2008,delaware,1.35,0.57,1.23,3.15,320,113.1162791,255.377129,672
2007,delaware,1.38,0.59,1.23,3.19,327.1111111,117.0852713,255.377129,680.5333333
2006,delaware,1.41,0.59,1.26,3.26,334.2222222,117.0852713,261.6058394,695.4666667
2005,delaware,1.42,0.58,1.24,3.25,336.5925926,115.1007752,257.4533658,693.3333333
2004,delaware,1.42,0.57,1.28,3.27,336.5925926,113.1162791,265.7583131,697.6
2003,delaware,1.38,0.57,1.18,3.12,327.1111111,113.1162791,244.9959448,665.6
2002,delaware,1.39,0.52,1.1,3.01,329.4814815,103.1937984,228.3860503,642.1333333
2001,delaware,1.39,0.49,1.07,2.94,329.4814815,97.24031008,222.1573398,627.2
2000,delaware,1.36,0.48,1.05,2.89,322.3703704,95.25581395,218.0048662,616.5333333
1999,delaware,1.4,0.48,1.03,2.9,331.8518519,95.25581395,213.8523925,618.6666667
1998,delaware,1.41,0.47,1.03,2.91,334.2222222,93.27131783,213.8523925,620.8
1997,delaware,1.37,0.46,0.99,2.81,324.7407407,91.28682171,205.5474453,599.4666667
1996,delaware,1.39,0.45,0.94,2.78,329.4814815,89.30232558,195.1662612,593.0666667
1995,delaware,1.3,0.4,0.92,2.62,308.1481481,79.37984496,191.0137875,558.9333333
1994,delaware,1.43,0.38,0.95,2.76,338.962963,75.41085271,197.242498,588.8
1993,delaware,1.46,0.35,0.95,2.76,346.0740741,69.45736434,197.242498,588.8
1992,delaware,1.4,0.36,0.97,2.73,331.8518519,71.44186047,201.3949716,582.4
1991,delaware,1.4,0.35,0.95,2.7,331.8518519,69.45736434,197.242498,576
1990,delaware,1.44,0.37,1.14,2.95,341.3333333,73.42635659,236.6909976,629.3333333
1989,delaware,1.43,0.39,1.15,2.96,338.962963,77.39534884,238.7672344,631.4666667
1988,delaware,1.46,0.41,1.21,3.08,346.0740741,81.36434109,251.2246553,657.0666667
1987,delaware,1.46,0.43,1.23,3.12,346.0740741,85.33333333,255.377129,665.6
1986,delaware,1.46,0.45,1.25,3.16,346.0740741,89.30232558,259.5296026,674.1333333
1985,delaware,1.48,0.41,1.31,3.2,350.8148148,81.36434109,271.9870235,682.6666667
1984,delaware,1.52,0.39,1.29,3.2,360.2962963,77.39534884,267.8345499,682.6666667
1983,delaware,1.55,0.35,1.35,3.25,367.4074074,69.45736434,280.2919708,693.3333333
1982,delaware,1.54,0.34,1.38,3.26,365.037037,67.47286822,286.5206813,695.4666667
1981,delaware,1.52,0.33,1.4,3.24,360.2962963,65.48837209,290.6731549,691.2
1980,delaware,1.44,0.29,1.37,3.11,341.3333333,57.5503876,284.4444444,663.4666667
1979,delaware,1.35,0.26,1.31,2.92,320,51.59689922,271.9870235,622.9333333
1978,delaware,1.31,0.24,1.3,2.85,310.5185185,47.62790698,269.9107867,608
1977,delaware,1.3,0.23,1.33,2.86,308.1481481,45.64341085,276.1394972,610.1333333
2018,district of columbia,1.08,1.02,1.68,3.77,256,202.4186047,348.8077859,804.2666667
2017,district of columbia,1.1,1.02,1.68,3.8,260.7407407,202.4186047,348.8077859,810.6666667
2016,district of columbia,1.12,1.02,1.69,3.84,265.4814815,202.4186047,350.8840227,819.2
2015,district of columbia,1.14,1.02,1.67,3.82,270.2222222,202.4186047,346.7315491,814.9333333
2014,district of columbia,1.15,1,1.67,3.82,272.5925926,198.4496124,346.7315491,814.9333333
2013,district of columbia,1.16,1.01,1.66,3.83,274.962963,200.4341085,344.6553122,817.0666667
2012,district of columbia,1.18,1.01,1.65,3.85,279.7037037,200.4341085,342.5790754,821.3333333
2011,district of columbia,1.19,1.01,1.62,3.83,282.0740741,200.4341085,336.350365,817.0666667
2010,district of columbia,1.22,1,1.61,3.83,289.1851852,198.4496124,334.2741281,817.0666667
2009,district of columbia,1.26,1,1.62,3.88,298.6666667,198.4496124,336.350365,827.7333333
2008,district of columbia,1.35,1.01,1.64,4,320,200.4341085,340.5028386,853.3333333
2007,district of columbia,1.37,1,1.63,4,324.7407407,198.4496124,338.4266018,853.3333333
2006,district of columbia,1.38,0.96,1.6,3.94,327.1111111,190.5116279,332.1978913,840.5333333
2005,district of columbia,1.4,0.93,1.56,3.9,331.8518519,184.5581395,323.892944,832
2004,district of columbia,1.38,0.91,1.52,3.8,327.1111111,180.5891473,315.5879968,810.6666667
2003,district of columbia,1.38,0.88,1.51,3.76,327.1111111,174.6356589,313.5117599,802.1333333
2002,district of columbia,1.36,0.83,1.47,3.66,322.3703704,164.7131783,305.2068127,780.8
2001,district of columbia,1.36,0.79,1.46,3.61,322.3703704,156.7751938,303.1305758,770.1333333
2000,district of columbia,1.39,0.81,1.45,3.65,329.4814815,160.744186,301.054339,778.6666667
1999,district of columbia,1.38,0.78,1.36,3.52,327.1111111,154.7906977,282.3682076,750.9333333
1998,district of columbia,1.37,0.78,1.57,3.73,324.7407407,154.7906977,325.9691809,795.7333333
1997,district of columbia,1.42,0.8,1.61,3.83,336.5925926,158.7596899,334.2741281,817.0666667
1996,district of columbia,1.33,0.86,1.47,3.67,315.2592593,170.6666667,305.2068127,782.9333333
1995,district of columbia,1.49,0.77,1.52,3.78,353.1851852,152.8062016,315.5879968,806.4
1994,district of columbia,1.5,0.74,1.52,3.76,355.5555556,146.8527132,315.5879968,802.1333333
1993,district of columbia,1.51,0.73,1.54,3.78,357.9259259,144.8682171,319.7404704,806.4
1992,district of columbia,1.61,0.7,1.74,4.05,381.6296296,138.9147287,361.2652068,864
1991,district of columbia,1.42,0.61,1.85,3.89,336.5925926,121.0542636,384.1038118,829.8666667
1990,district of columbia,1.42,0.76,1.96,4.14,336.5925926,150.8217054,406.9424169,883.2
1989,district of columbia,1.39,0.82,1.72,3.92,329.4814815,162.7286822,357.1127332,836.2666667
1988,district of columbia,1.38,0.93,1.9,4.22,327.1111111,184.5581395,394.4849959,900.2666667
1987,district of columbia,1.41,0.95,2.26,4.62,334.2222222,188.5271318,469.2295215,985.6
1986,district of columbia,1.45,1,2.09,4.54,343.7037037,198.4496124,433.9334955,968.5333333
1985,district of columbia,1.44,1,2.35,4.8,341.3333333,198.4496124,487.9156529,1024
1984,district of columbia,1.51,1.07,2.59,5.17,357.9259259,212.3410853,537.7453366,1102.933333
1983,district of columbia,1.51,1.05,2.71,5.27,357.9259259,208.372093,562.6601784,1124.266667
1982,district of columbia,1.46,0.99,2.88,5.33,346.0740741,196.4651163,597.9562044,1137.066667
1981,district of columbia,1.48,1.05,2.89,5.42,350.8148148,208.372093,600.0324412,1156.266667
1980,district of columbia,1.49,0.99,2.94,5.41,353.1851852,196.4651163,610.4136253,1154.133333
1979,district of columbia,1.42,0.96,2.92,5.3,336.5925926,190.5116279,606.2611517,1130.666667
1978,district of columbia,1.38,0.91,3.04,5.33,327.1111111,180.5891473,631.1759935,1137.066667
1977,district of columbia,1.35,0.86,3.16,5.37,320,170.6666667,656.0908354,1145.6
2018,florida,1.05,0.52,1.04,2.61,248.8888889,103.1937984,215.9286294,556.8
2017,florida,1.07,0.52,1.04,2.63,253.6296296,103.1937984,215.9286294,561.0666667
2016,florida,1.09,0.53,1.03,2.65,258.3703704,105.1782946,213.8523925,565.3333333
2015,florida,1.11,0.51,0.98,2.61,263.1111111,101.2093023,203.4712084,556.8
2014,florida,1.1,0.51,0.98,2.59,260.7407407,101.2093023,203.4712084,552.5333333
2013,florida,1.28,0.49,0.95,2.72,303.4074074,97.24031008,197.242498,580.2666667
2012,florida,1.26,0.51,0.95,2.72,298.6666667,101.2093023,197.242498,580.2666667
2011,florida,1.13,0.49,0.93,2.54,267.8518519,97.24031008,193.0900243,541.8666667
2010,florida,1.12,0.47,0.91,2.51,265.4814815,93.27131783,188.9375507,535.4666667
2009,florida,1.19,0.48,0.91,2.58,282.0740741,95.25581395,188.9375507,550.4
2008,florida,1.24,0.48,0.89,2.61,293.9259259,95.25581395,184.785077,556.8
2007,florida,1.28,0.48,0.92,2.68,303.4074074,95.25581395,191.0137875,571.7333333
2006,florida,1.32,0.47,0.91,2.7,312.8888889,93.27131783,188.9375507,576
2005,florida,1.33,0.46,0.91,2.7,315.2592593,91.28682171,188.9375507,576
2004,florida,1.34,0.46,0.88,2.68,317.6296296,91.28682171,182.7088402,571.7333333
2003,florida,1.31,0.44,0.86,2.61,310.5185185,87.31782946,178.5563666,556.8
2002,florida,1.32,0.43,0.84,2.58,312.8888889,85.33333333,174.4038929,550.4
2001,florida,1.32,0.4,0.82,2.54,312.8888889,79.37984496,170.2514193,541.8666667
2000,florida,1.32,0.41,0.83,2.56,312.8888889,81.36434109,172.3276561,546.1333333
1999,florida,1.33,0.4,0.8,2.53,315.2592593,79.37984496,166.0989457,539.7333333
1998,florida,1.33,0.38,0.79,2.5,315.2592593,75.41085271,164.0227088,533.3333333
1997,florida,1.36,0.37,0.8,2.53,322.3703704,73.42635659,166.0989457,539.7333333
1996,florida,1.36,0.37,0.81,2.54,322.3703704,73.42635659,168.1751825,541.8666667
1995,florida,1.34,0.35,0.82,2.5,317.6296296,69.45736434,170.2514193,533.3333333
1994,florida,1.4,0.33,0.87,2.6,331.8518519,65.48837209,180.6326034,554.6666667
1993,florida,1.44,0.33,0.92,2.68,341.3333333,65.48837209,191.0137875,571.7333333
1992,florida,1.45,0.34,0.96,2.75,343.7037037,67.47286822,199.3187348,586.6666667
1991,florida,1.43,0.34,0.92,2.69,338.962963,67.47286822,191.0137875,573.8666667
1990,florida,1.54,0.39,1.04,2.96,365.037037,77.39534884,215.9286294,631.4666667
1989,florida,1.51,0.39,1,2.89,357.9259259,77.39534884,207.6236821,616.5333333
1988,florida,1.5,0.41,1,2.91,355.5555556,81.36434109,207.6236821,620.8
1987,florida,1.5,0.42,1.03,2.95,355.5555556,83.34883721,213.8523925,629.3333333
1986,florida,1.5,0.41,1.05,2.96,355.5555556,81.36434109,218.0048662,631.4666667
1985,florida,1.47,0.41,1.16,3.04,348.4444444,81.36434109,240.8434712,648.5333333
1984,florida,1.46,0.4,1.23,3.09,346.0740741,79.37984496,255.377129,659.2
1983,florida,1.55,0.39,1.22,3.16,367.4074074,77.39534884,253.3008921,674.1333333
1982,florida,1.54,0.4,1.32,3.26,365.037037,79.37984496,274.0632603,695.4666667
1981,florida,1.54,0.39,1.37,3.3,365.037037,77.39534884,284.4444444,704
1980,florida,1.4,0.37,1.41,3.18,331.8518519,73.42635659,292.7493917,678.4
1979,florida,1.38,0.34,1.41,3.14,327.1111111,67.47286822,292.7493917,669.8666667
1978,florida,1.34,0.32,1.4,3.07,317.6296296,63.50387597,290.6731549,654.9333333
1977,florida,1.27,0.31,1.4,2.99,301.037037,61.51937984,290.6731549,637.8666667
2018,georgia,0.95,0.25,0.7,1.9,225.1851852,49.6124031,145.3365775,405.3333333
2017,georgia,0.98,0.25,0.7,1.93,232.2962963,49.6124031,145.3365775,411.7333333
2016,georgia,0.99,0.25,0.7,1.95,234.6666667,49.6124031,145.3365775,416
2015,georgia,1.01,0.25,0.69,1.95,239.4074074,49.6124031,143.2603406,416
2014,georgia,1.02,0.25,0.69,1.97,241.7777778,49.6124031,143.2603406,420.2666667
2013,georgia,1.03,0.25,0.69,1.98,244.1481481,49.6124031,143.2603406,422.4
2012,georgia,1.06,0.25,0.68,1.99,251.2592593,49.6124031,141.1841038,424.5333333
2011,georgia,1.06,0.25,0.67,1.98,251.2592593,49.6124031,139.107867,422.4
2010,georgia,1.08,0.25,0.65,1.98,256,49.6124031,134.9553933,422.4
2009,georgia,1.11,0.25,0.65,2.01,263.1111111,49.6124031,134.9553933,428.8
2008,georgia,1.16,0.25,0.65,2.06,274.962963,49.6124031,134.9553933,439.4666667
2007,georgia,1.19,0.26,0.65,2.1,282.0740741,51.59689922,134.9553933,448
2006,georgia,1.19,0.26,0.65,2.1,282.0740741,51.59689922,134.9553933,448
2005,georgia,1.17,0.26,0.64,2.07,277.3333333,51.59689922,132.8791565,441.6
2004,georgia,1.19,0.27,0.65,2.11,282.0740741,53.58139535,134.9553933,450.1333333
2003,georgia,1.2,0.26,0.66,2.13,284.4444444,51.59689922,137.0316302,454.4
2002,georgia,1.21,0.26,0.66,2.13,286.8148148,51.59689922,137.0316302,454.4
2001,georgia,1.2,0.25,0.65,2.11,284.4444444,49.6124031,134.9553933,450.1333333
2000,georgia,1.21,0.25,0.69,2.16,286.8148148,49.6124031,143.2603406,460.8
1999,georgia,1.23,0.25,0.7,2.18,291.5555556,49.6124031,145.3365775,465.0666667
1998,georgia,1.22,0.23,0.7,2.15,289.1851852,45.64341085,145.3365775,458.6666667
1997,georgia,1.2,0.23,0.7,2.13,284.4444444,45.64341085,145.3365775,454.4
1996,georgia,1.24,0.24,0.71,2.18,293.9259259,47.62790698,147.4128143,465.0666667
1995,georgia,1.21,0.21,0.7,2.12,286.8148148,41.6744186,145.3365775,452.2666667
1994,georgia,1.17,0.21,0.77,2.14,277.3333333,41.6744186,159.8702352,456.5333333
1993,georgia,1.23,0.2,0.77,2.2,291.5555556,39.68992248,159.8702352,469.3333333
1992,georgia,1.22,0.21,0.79,2.23,289.1851852,41.6744186,164.0227088,475.7333333
1991,georgia,1.16,0.22,0.78,2.17,274.962963,43.65891473,161.946472,462.9333333
1990,georgia,1.22,0.23,0.86,2.31,289.1851852,45.64341085,178.5563666,492.8
1989,georgia,1.18,0.24,0.94,2.36,279.7037037,47.62790698,195.1662612,503.4666667
1988,georgia,1.21,0.26,0.92,2.39,286.8148148,51.59689922,191.0137875,509.8666667
1987,georgia,1.21,0.27,1,2.48,286.8148148,53.58139535,207.6236821,529.0666667
1986,georgia,1.21,0.27,0.94,2.43,286.8148148,53.58139535,195.1662612,518.4
1985,georgia,1.17,0.25,1.01,2.44,277.3333333,49.6124031,209.6999189,520.5333333
1984,georgia,1.18,0.24,1.06,2.48,279.7037037,47.62790698,220.081103,529.0666667
1983,georgia,1.14,0.22,1.06,2.42,270.2222222,43.65891473,220.081103,516.2666667
1982,georgia,1.12,0.21,1.04,2.36,265.4814815,41.6744186,215.9286294,503.4666667
1981,georgia,1.1,0.18,1.09,2.38,260.7407407,35.72093023,226.3098135,507.7333333
1980,georgia,1.06,0.19,1.08,2.33,251.2592593,37.70542636,224.2335766,497.0666667
1979,georgia,1.11,0.18,1.16,2.44,263.1111111,35.72093023,240.8434712,520.5333333
1978,georgia,1.09,0.18,1.21,2.48,258.3703704,35.72093023,251.2246553,529.0666667
1977,georgia,1.03,0.15,1.19,2.37,244.1481481,29.76744186,247.0721817,505.6
2018,hawaii,1.28,0.59,0.79,2.66,303.4074074,117.0852713,164.0227088,567.4666667
2017,hawaii,1.29,0.58,0.79,2.66,305.7777778,115.1007752,164.0227088,567.4666667
2016,hawaii,1.29,0.57,0.78,2.64,305.7777778,113.1162791,161.946472,563.2
2015,hawaii,1.28,0.56,0.77,2.61,303.4074074,111.1317829,159.8702352,556.8
2014,hawaii,1.27,0.54,0.77,2.59,301.037037,107.1627907,159.8702352,552.5333333
2013,hawaii,1.25,0.54,0.76,2.56,296.2962963,107.1627907,157.7939984,546.1333333
2012,hawaii,1.25,0.53,0.75,2.53,296.2962963,105.1782946,155.7177616,539.7333333
2011,hawaii,1.25,0.53,0.73,2.51,296.2962963,105.1782946,151.5652879,535.4666667
2010,hawaii,1.25,0.52,0.71,2.48,296.2962963,103.1937984,147.4128143,529.0666667
2009,hawaii,1.27,0.51,0.71,2.49,301.037037,101.2093023,147.4128143,531.2
2008,hawaii,1.33,0.51,0.72,2.56,315.2592593,101.2093023,149.4890511,546.1333333
2007,hawaii,1.3,0.48,0.77,2.55,308.1481481,95.25581395,159.8702352,544
2006,hawaii,1.28,0.47,0.77,2.52,303.4074074,93.27131783,159.8702352,537.6
2005,hawaii,1.3,0.45,0.72,2.47,308.1481481,89.30232558,149.4890511,526.9333333
2004,hawaii,1.38,0.43,0.7,2.5,327.1111111,85.33333333,145.3365775,533.3333333
2003,hawaii,1.3,0.42,0.66,2.38,308.1481481,83.34883721,137.0316302,507.7333333
2002,hawaii,1.27,0.39,0.62,2.28,301.037037,77.39534884,128.7266829,486.4
2001,hawaii,1.3,0.38,0.6,2.28,308.1481481,75.41085271,124.5742092,486.4
2000,hawaii,1.33,0.39,0.6,2.32,315.2592593,77.39534884,124.5742092,494.9333333
1999,hawaii,1.31,0.39,0.56,2.26,310.5185185,77.39534884,116.269262,482.1333333
1998,hawaii,1.32,0.37,0.54,2.22,312.8888889,73.42635659,112.1167883,473.6
1997,hawaii,1.38,0.4,0.56,2.33,327.1111111,79.37984496,116.269262,497.0666667
1996,hawaii,1.4,0.36,0.58,2.34,331.8518519,71.44186047,120.4217356,499.2
1995,hawaii,1.41,0.34,0.57,2.32,334.2222222,67.47286822,118.3454988,494.9333333
1994,hawaii,1.46,0.38,0.62,2.46,346.0740741,75.41085271,128.7266829,524.8
1993,hawaii,1.49,0.37,0.65,2.51,353.1851852,73.42635659,134.9553933,535.4666667
1992,hawaii,1.55,0.39,0.69,2.63,367.4074074,77.39534884,143.2603406,561.0666667
1991,hawaii,1.57,0.4,0.7,2.67,372.1481481,79.37984496,145.3365775,569.6
1990,hawaii,1.64,0.4,0.79,2.84,388.7407407,79.37984496,164.0227088,605.8666667
1989,hawaii,1.56,0.43,0.8,2.79,369.7777778,85.33333333,166.0989457,595.2
1988,hawaii,1.64,0.45,0.8,2.89,388.7407407,89.30232558,166.0989457,616.5333333
1987,hawaii,1.59,0.41,0.77,2.76,376.8888889,81.36434109,159.8702352,588.8
1986,hawaii,1.61,0.44,0.86,2.91,381.6296296,87.31782946,178.5563666,620.8
1985,hawaii,1.61,0.42,0.88,2.91,381.6296296,83.34883721,182.7088402,620.8
1984,hawaii,1.66,0.41,0.92,2.99,393.4814815,81.36434109,191.0137875,637.8666667
1983,hawaii,1.89,0.44,1.13,3.45,448,87.31782946,234.6147607,736
1982,hawaii,1.8,0.48,1.14,3.41,426.6666667,95.25581395,236.6909976,727.4666667
1981,hawaii,1.74,0.44,1.16,3.34,412.4444444,87.31782946,240.8434712,712.5333333
1980,hawaii,1.64,0.46,1.2,3.3,388.7407407,91.28682171,249.1484185,704
1979,hawaii,1.51,0.42,1.21,3.14,357.9259259,83.34883721,251.2246553,669.8666667
1978,hawaii,1.33,0.44,1.25,3.02,315.2592593,87.31782946,259.5296026,644.2666667
1977,hawaii,1.55,0.35,1.21,3.11,367.4074074,69.45736434,251.2246553,663.4666667
2018,idaho,0.9,1.21,0.83,2.94,213.3333333,240.124031,172.3276561,627.2
2017,idaho,0.9,1.19,0.82,2.91,213.3333333,236.1550388,170.2514193,620.8
2016,idaho,0.92,1.19,0.81,2.92,218.0740741,236.1550388,168.1751825,622.9333333
2015,idaho,0.94,1.14,0.79,2.87,222.8148148,226.2325581,164.0227088,612.2666667
2014,idaho,0.93,1.12,0.77,2.82,220.4444444,222.2635659,159.8702352,601.6
2013,idaho,0.96,1.08,0.77,2.81,227.5555556,214.3255814,159.8702352,599.4666667
2012,idaho,0.98,1.02,0.77,2.77,232.2962963,202.4186047,159.8702352,590.9333333
2011,idaho,1,0.92,0.73,2.65,237.037037,182.5736434,151.5652879,565.3333333
2010,idaho,1.06,0.9,0.72,2.68,251.2592593,178.6046512,149.4890511,571.7333333
2009,idaho,1.05,0.91,0.7,2.67,248.8888889,180.5891473,145.3365775,569.6
2008,idaho,1.15,0.81,0.69,2.64,272.5925926,160.744186,143.2603406,563.2
2007,idaho,1.17,0.73,0.67,2.58,277.3333333,144.8682171,139.107867,550.4
2006,idaho,1.14,0.74,0.65,2.53,270.2222222,146.8527132,134.9553933,539.7333333
2005,idaho,1.11,0.74,0.61,2.45,263.1111111,146.8527132,126.6504461,522.6666667
2004,idaho,1.14,0.72,0.57,2.43,270.2222222,142.8837209,118.3454988,518.4
2003,idaho,1.15,0.65,0.55,2.35,272.5925926,128.9922481,114.1930251,501.3333333
2002,idaho,1.16,0.64,0.53,2.33,274.962963,127.0077519,110.0405515,497.0666667
2001,idaho,1.14,0.63,0.53,2.3,270.2222222,125.0232558,110.0405515,490.6666667
2000,idaho,1.13,0.65,0.52,2.3,267.8518519,128.9922481,107.9643147,490.6666667
1999,idaho,1.09,0.68,0.52,2.29,258.3703704,134.9457364,107.9643147,488.5333333
1998,idaho,1.15,0.33,0.51,1.99,272.5925926,65.48837209,105.8880779,424.5333333
1997,idaho,1.11,0.32,0.52,1.95,263.1111111,63.50387597,107.9643147,416
1996,idaho,1.13,0.3,0.52,1.96,267.8518519,59.53488372,107.9643147,418.1333333
1995,idaho,1.18,0.3,0.54,2.01,279.7037037,59.53488372,112.1167883,428.8
1994,idaho,1.24,0.35,0.53,2.12,293.9259259,69.45736434,110.0405515,452.2666667
1993,idaho,1.26,0.29,0.55,2.11,298.6666667,57.5503876,114.1930251,450.1333333
1992,idaho,1.32,0.31,0.57,2.2,312.8888889,61.51937984,118.3454988,469.3333333
1991,idaho,1.31,0.32,0.56,2.19,310.5185185,63.50387597,116.269262,467.2
1990,idaho,1.36,0.33,0.58,2.27,322.3703704,65.48837209,120.4217356,484.2666667
1989,idaho,1.27,0.31,0.57,2.16,301.037037,61.51937984,118.3454988,460.8
1988,idaho,1.28,0.37,0.59,2.24,303.4074074,73.42635659,122.4979724,477.8666667
1987,idaho,1.33,0.39,0.59,2.31,315.2592593,77.39534884,122.4979724,492.8
1986,idaho,1.36,0.39,0.62,2.37,322.3703704,77.39534884,128.7266829,505.6
1985,idaho,1.36,0.36,0.71,2.43,322.3703704,71.44186047,147.4128143,518.4
1984,idaho,1.41,0.31,0.72,2.45,334.2222222,61.51937984,149.4890511,522.6666667
1983,idaho,1.45,0.3,0.77,2.52,343.7037037,59.53488372,159.8702352,537.6
1982,idaho,1.45,0.3,0.81,2.57,343.7037037,59.53488372,168.1751825,548.2666667
1981,idaho,1.54,0.33,0.83,2.69,365.037037,65.48837209,172.3276561,573.8666667
1980,idaho,1.53,0.3,0.77,2.59,362.6666667,59.53488372,159.8702352,552.5333333
1979,idaho,1.51,0.27,0.82,2.6,357.9259259,53.58139535,170.2514193,554.6666667
1978,idaho,1.46,0.25,0.78,2.5,346.0740741,49.6124031,161.946472,533.3333333
1977,idaho,1.47,0.22,0.78,2.47,348.4444444,43.65891473,161.946472,526.9333333
2018,illinois,1.08,0.45,0.85,2.39,256,89.30232558,176.4801298,509.8666667
2017,illinois,1.1,0.45,0.83,2.38,260.7407407,89.30232558,172.3276561,507.7333333
2016,illinois,1.12,0.43,0.77,2.31,265.4814815,85.33333333,159.8702352,492.8
2015,illinois,1.12,0.43,0.8,2.36,265.4814815,85.33333333,166.0989457,503.4666667
2014,illinois,1.12,0.42,0.78,2.32,265.4814815,83.34883721,161.946472,494.9333333
2013,illinois,1.13,0.42,0.77,2.33,267.8518519,83.34883721,159.8702352,497.0666667
2012,illinois,1.15,0.43,0.77,2.35,272.5925926,85.33333333,159.8702352,501.3333333
2011,illinois,1.19,0.41,0.75,2.35,282.0740741,81.36434109,155.7177616,501.3333333
2010,illinois,1.22,0.4,0.74,2.35,289.1851852,79.37984496,153.6415247,501.3333333
2009,illinois,1.24,0.39,0.73,2.36,293.9259259,77.39534884,151.5652879,503.4666667
2008,illinois,1.23,0.38,0.74,2.34,291.5555556,75.41085271,153.6415247,499.2
2007,illinois,1.24,0.41,0.74,2.38,293.9259259,81.36434109,153.6415247,507.7333333
2006,illinois,1.24,0.37,0.74,2.35,293.9259259,73.42635659,153.6415247,501.3333333
2005,illinois,1.23,0.34,0.71,2.29,291.5555556,67.47286822,147.4128143,488.5333333
2004,illinois,1.24,0.32,0.67,2.22,293.9259259,63.50387597,139.107867,473.6
2003,illinois,1.26,0.35,0.74,2.36,298.6666667,69.45736434,153.6415247,503.4666667
2002,illinois,1.28,0.33,0.65,2.26,303.4074074,65.48837209,134.9553933,482.1333333
2001,illinois,1.27,0.32,0.68,2.28,301.037037,63.50387597,141.1841038,486.4
2000,illinois,1.28,0.32,0.63,2.24,303.4074074,63.50387597,130.8029197,477.8666667
1999,illinois,1.29,0.33,0.66,2.27,305.7777778,65.48837209,137.0316302,484.2666667
